,state,long,lat
9522,iowa,-93.44042767,41.28817167
9523,iowa,-93.44579367,41.28317867
9524,iowa,-93.44468633,41.283745
9525,iowa,-93.445291,41.28299634
9526,iowa,-93.43826767,41.28591267
9527,iowa,-93.447049,41.29132733
9528,iowa,-93.43980367,41.289652
9529,iowa,-93.44443767,41.28387467
9530,iowa,-93.44072467,41.28965567
9531,iowa,-93.44430167,41.28356933
9532,iowa,-93.154009,41.81895933
9533,iowa,-93.15020533,41.824615
9534,iowa,-93.155245,41.81877967
9535,iowa,-93.15258533,41.819167
9536,iowa,-93.14773367,41.82637367
9537,iowa,-93.15298767,41.82012433
9538,iowa,-93.145713,41.820836
9539,iowa,-93.145979,41.822163
9540,iowa,-93.149027,41.82827433
9541,iowa,-93.153468,41.819915
9542,iowa,-93.14888967,41.82764167
9543,iowa,-93.153474,41.81917267
9544,iowa,-93.15188,41.821946
9545,iowa,-93.440903,41.29137833
9546,iowa,-93.145282,41.82317034
9547,iowa,-93.14572133,41.821037
9548,iowa,-93.15020133,41.82451367
9549,iowa,-93.14868667,41.82231933
9550,iowa,-93.14903733,41.82216767
9551,iowa,-93.10430272,41.52352086
9552,iowa,-93.10211939,41.52544253
9553,iowa,-93.10981105,41.51980419
9554,iowa,-93.10564939,41.51280086
9555,iowa,-93.10319439,41.52599919
9556,iowa,-93.10195105,41.52557253
9557,iowa,-93.10436105,41.52308086
9558,iowa,-93.10630272,41.51205419
9559,iowa,-93.10617105,41.5129242
9560,iowa,-93.10346272,41.52334253
9561,iowa,-93.10313106,41.52299586
9562,iowa,-93.44252233,41.282363
9563,iowa,-93.444514,41.28395667
9564,iowa,-93.44579567,41.29117233
9565,iowa,-93.44282833,41.28358067
9566,iowa,-93.44269067,41.28271567
9567,iowa,-93.44093033,41.28328367
9568,iowa,-93.440213,41.28818967
9569,iowa,-93.44027667,41.286243
9570,iowa,-93.43976167,41.28821533
9571,iowa,-93.44394633,41.28389633
9572,iowa,-93.440766,41.28941
9573,iowa,-93.445463,41.28288267
9574,iowa,-93.44062567,41.28945833
9575,iowa,-93.439806,41.289782
9576,iowa,-93.44467467,41.28382633
9577,iowa,-93.44446933,41.28344334
9578,iowa,-93.44097833,41.28984967
9579,iowa,-93.444602,41.28369867
9580,iowa,-93.444442,41.29118133
9581,iowa,-93.11122105,41.51311586
9582,iowa,-93.10517272,41.52178586
9583,iowa,-93.10615105,41.5120292
9584,iowa,-93.10928272,41.52138253
9585,iowa,-93.10245625,41.52200866
9586,iowa,-93.10913197,41.51190481
9587,iowa,-93.10689294,41.51191215
9588,iowa,-93.23646601,41.59477586
9589,iowa,-93.23146101,41.60095752
9590,iowa,-93.23499268,41.60006419
9591,iowa,-93.23979934,41.59544586
9592,iowa,-93.440562,41.28961067
9593,iowa,-93.43943467,41.28411267
9594,iowa,-93.439495,41.28654367
9595,iowa,-93.444672,41.28366333
9596,iowa,-93.44074867,41.29011467
9597,iowa,-93.43978,41.28934933
9598,iowa,-93.44056833,41.28994133
9599,iowa,-93.44065367,41.28968067
9600,iowa,-93.43945533,41.29046834
9601,iowa,-93.44650667,41.291337
9602,iowa,-93.43887567,41.285193
9603,iowa,-93.43974467,41.28942267
9604,iowa,-93.436943,41.29139033
9605,iowa,-93.44071733,41.28502367
9606,iowa,-93.43978333,41.28995467
9607,iowa,-93.43347967,41.29138234
9608,iowa,-93.440402,41.28951967
9609,iowa,-94.228266,41.51219767
9610,iowa,-93.23151268,41.60041752
9611,iowa,-93.24029934,41.58971586
9612,iowa,-93.23699101,41.59473419
9613,iowa,-93.23657768,41.59951086
9614,iowa,-93.23592774,41.59778699
9615,iowa,-93.23934872,41.59220774
9616,iowa,-93.23594152,41.59785706
9617,iowa,-93.23581303,41.59822022
9618,iowa,-93.24203021,41.59116021
9619,iowa,-93.23935101,41.59853752
9620,iowa,-93.24776694,41.59688931
9621,iowa,-93.24080431,41.59207031
9622,iowa,-93.23716268,41.59945752
9623,iowa,-93.24082961,41.59505277
9624,iowa,-93.24073521,41.59505419
9625,iowa,-93.23542601,41.60036752
9626,iowa,-93.243126,41.67827918
9627,iowa,-93.44035567,41.28959967
9628,iowa,-93.440507,41.28817633
9629,iowa,-93.44142833,41.28638667
9630,iowa,-93.44424367,41.28369
9631,iowa,-93.44426,41.28363967
9632,iowa,-93.43942233,41.29061467
9633,iowa,-93.44543933,41.283669
9634,iowa,-93.44446933,41.283421
9635,iowa,-93.440044,41.28621167
9636,iowa,-93.44266633,41.28245333
9637,iowa,-93.43942933,41.28610167
9638,iowa,-93.444232,41.28392034
9639,iowa,-93.44551567,41.28302667
9640,iowa,-93.44534867,41.28363333
9641,iowa,-93.440282,41.29276667
9642,iowa,-93.44224433,41.28636033
9643,iowa,-93.43996533,41.28942533
9644,iowa,-93.43922733,41.28322667
9645,iowa,-93.43827767,41.29108933
9646,iowa,-93.240231,41.67856251
9647,iowa,-93.238551,41.67805751
9648,iowa,-93.23858433,41.67296751
9649,iowa,-93.25406766,41.67604751
9650,iowa,-93.239881,41.67504251
9651,iowa,-93.23825933,41.67417084
9652,iowa,-93.243596,41.67581085
9653,iowa,-93.25513933,41.67636918
9654,iowa,-93.25160475,41.67242056
9655,iowa,-93.25308176,41.67555773
9656,iowa,-93.24933266,41.67378274
9657,iowa,-93.24955101,41.67258606
9658,iowa,-93.25498121,41.67511615
9659,iowa,-93.25458223,41.67497016
9660,iowa,-93.25039226,41.67520616
9661,iowa,-93.24937158,41.67736571
9662,iowa,-94.22966433,41.51919033
9663,iowa,-94.228244,41.518577
9664,iowa,-94.22340867,41.51860934
9665,iowa,-94.23014233,41.51694133
9666,iowa,-94.22825233,41.51336667
9667,iowa,-94.22824433,41.514592
9668,iowa,-94.22245067,41.51530233
9669,iowa,-94.22829033,41.511894
9670,iowa,-94.22978467,41.518246
9671,iowa,-93.14745533,41.822071
9672,iowa,-93.15336633,41.81931467
9673,iowa,-93.15142333,41.823055
9674,iowa,-93.148913,41.827742
9675,iowa,-93.15307467,41.81879
9676,iowa,-93.15258767,41.81949767
9677,iowa,-93.43339767,41.29138533
9678,iowa,-93.148998,41.82826067
9679,iowa,-93.14950167,41.82777833
9680,iowa,-93.14945933,41.828092
9681,iowa,-93.15426767,41.81857233
9682,iowa,-93.14870333,41.827766
9683,iowa,-93.151598,41.82523167
9684,iowa,-93.152585,41.81900667
9685,iowa,-93.152719,41.819177
9686,iowa,-93.15505433,41.81920333
9687,iowa,-94.22704967,41.516973
9688,iowa,-94.22738133,41.519006
9689,iowa,-94.22981333,41.51895467
9690,iowa,-94.22475,41.51586533
9691,iowa,-94.22283433,41.515955
9692,iowa,-94.232113,41.51803667
9693,iowa,-94.22935,41.51815833
9694,iowa,-94.22980634,41.51857034
9695,iowa,-94.23233333,41.518055
9696,iowa,-94.223461,41.51818933
9697,iowa,-94.22822,41.51373767
9698,iowa,-94.64676965,41.49975052
9699,iowa,-94.64872175,41.49990284
9700,iowa,-94.65190391,41.49891726
9701,iowa,-94.64252254,41.4988459
9702,iowa,-94.64415826,41.49979051
9703,iowa,-94.64086154,41.49976926
9704,iowa,-94.64619657,41.5032834
9705,iowa,-94.64307254,41.49823061
9706,iowa,-94.64202584,41.4985029
9707,iowa,-94.64527286,41.50157122
9708,iowa,-94.64767637,41.49904137
9709,iowa,-94.6432789,41.49815445
9710,iowa,-94.64204134,41.50399475
9711,iowa,-94.64482712,41.49867155
9712,iowa,-94.64249293,41.50213347
9713,iowa,-94.65115081,41.49932466
9714,iowa,-94.64284473,41.4979494
9715,iowa,-94.64641883,41.49695618
9716,iowa,-94.65105963,41.49924191
9717,iowa,-94.64131046,41.50113602
9718,iowa,-94.64249103,41.50221773
9719,iowa,-93.40427967,41.454965
9720,iowa,-93.483642,41.50675867
9721,iowa,-93.486029,41.50530033
9722,iowa,-93.48399333,41.50633233
9723,iowa,-93.48327667,41.50550667
9724,iowa,-93.48511633,41.506103
9725,iowa,-93.48448167,41.50579467
9726,iowa,-93.49363333,41.49068167
9727,iowa,-93.495432,41.49047167
9728,iowa,-93.484702,41.505965
9729,iowa,-93.485635,41.50560067
9730,iowa,-93.48351167,41.50638033
9731,iowa,-93.48379867,41.50539367
9732,iowa,-93.48430633,41.50711
9733,iowa,-93.49568967,41.49072733
9734,iowa,-93.49196533,41.490583
9735,iowa,-93.48431967,41.50539833
9736,iowa,-93.494605,41.50137067
9737,iowa,-93.48453667,41.50674667
9738,iowa,-93.49472567,41.50161533
9739,iowa,-93.49516033,41.490731
9740,iowa,-93.49491833,41.49067567
9741,iowa,-93.49096067,41.50114933
9742,iowa,-93.48887267,41.48817633
9743,iowa,-93.48921533,41.48816967
9744,iowa,-93.48930867,41.48860833
9745,iowa,-93.485742,41.506215
9746,iowa,-93.489677,41.48929034
9747,iowa,-93.489356,41.48819433
9748,iowa,-93.49139167,41.48869967
9749,iowa,-93.491017,41.498658
9750,iowa,-93.48903167,41.48805133
9751,iowa,-93.488488,41.505696
9752,iowa,-93.49084867,41.48979133
9753,iowa,-93.48937367,41.48896133
9754,iowa,-93.49116967,41.491321
9755,iowa,-93.95775233,41.53408533
9756,iowa,-93.956198,41.53295
9757,iowa,-93.95804833,41.532997
9758,iowa,-93.95620567,41.532064
9759,iowa,-94.55946133,41.849927
9760,iowa,-94.55988367,41.855557
9761,iowa,-94.55928233,41.850644
9762,iowa,-94.55927767,41.85167833
9763,iowa,-94.123684,41.49456767
9764,iowa,-94.123195,41.49797833
9765,iowa,-94.118697,41.49240733
9766,iowa,-94.117746,41.49272267
9767,iowa,-94.12156667,41.49509067
9768,iowa,-94.12160933,41.49487667
9769,iowa,-94.12137067,41.493243
9770,iowa,-94.12017733,41.49503233
9771,iowa,-94.12521867,41.49264867
9772,iowa,-94.11883167,41.494777
9773,iowa,-94.125333,41.49264667
9774,iowa,-94.12572333,41.49625367
9775,iowa,-94.118978,41.49155867
9776,iowa,-94.12579333,41.492798
9777,iowa,-94.126593,41.496055
9778,iowa,-94.11804067,41.491519
9779,iowa,-94.11661333,41.49160233
9780,iowa,-94.12901367,41.49609467
9781,iowa,-94.119124,41.49171833
9782,iowa,-94.122923,41.495929
9783,iowa,-94.12455567,41.49432133
9784,iowa,-94.11898433,41.49179833
9785,iowa,-94.11888133,41.49273567
9786,iowa,-94.121612,41.49090667
9787,iowa,-94.12477867,41.490188
9788,iowa,-94.12159633,41.49144767
9789,iowa,-94.12309333,41.495038
9790,iowa,-94.12455233,41.49252367
9791,iowa,-94.12018633,41.49378234
9792,iowa,-94.128435,41.49610333
9793,iowa,-94.11961767,41.49364033
9794,iowa,-93.96649634,41.68320167
9795,iowa,-93.96236933,41.68037133
9796,iowa,-93.96259633,41.68544733
9797,iowa,-93.96487933,41.68428633
9798,iowa,-93.96389333,41.68139434
9799,iowa,-93.966827,41.68425767
9800,iowa,-93.95707533,41.68447
9801,iowa,-93.95588133,41.68640267
9802,iowa,-93.96408933,41.68446467
9803,iowa,-93.96238133,41.68202667
9804,iowa,-93.96459933,41.68227067
9805,iowa,-93.96542667,41.68527667
9806,iowa,-93.96686033,41.68520667
9807,iowa,-93.963985,41.684283
9808,iowa,-93.962569,41.681697
9809,iowa,-93.95774634,41.68426267
9810,iowa,-93.964747,41.68320167
9811,iowa,-93.96527467,41.68144967
9812,iowa,-93.96674833,41.685292
9813,iowa,-93.965031,41.68257567
9814,iowa,-93.96523467,41.68646167
9815,iowa,-93.96207567,41.682446
9816,iowa,-93.96360433,41.68142967
9817,iowa,-93.96242033,41.68345233
9818,iowa,-93.96440867,41.68429033
9819,iowa,-93.96299767,41.682348
9820,iowa,-93.96448967,41.682271
9821,iowa,-93.962364,41.681946
9822,iowa,-93.963908,41.68242867
9823,iowa,-94.120161,41.494825
9824,iowa,-94.116907,41.49160267
9825,iowa,-94.12463733,41.49762833
9826,iowa,-94.12519933,41.490135
9827,iowa,-93.359559,41.668533
9828,iowa,-93.35996967,41.66857433
9829,iowa,-93.35959833,41.66872167
9830,iowa,-93.35790667,41.66762533
9831,iowa,-93.36763367,41.67190867
9832,iowa,-93.36455033,41.669868
9833,iowa,-93.35184233,41.67367067
9834,iowa,-93.36050833,41.67002333
9835,iowa,-93.351007,41.668817
9836,iowa,-93.35152433,41.66911867
9837,iowa,-93.35905767,41.67106167
9838,iowa,-93.355392,41.66987667
9839,iowa,-94.49472867,41.67830233
9840,iowa,-94.503357,41.67511233
9841,iowa,-94.49538733,41.68007733
9842,iowa,-94.49438066,41.67796667
9843,iowa,-94.50248867,41.67971434
9844,iowa,-94.50338633,41.67982534
9845,iowa,-94.49523767,41.68004433
9846,iowa,-94.494282,41.68209533
9847,iowa,-94.50185333,41.67921867
9848,iowa,-94.49425533,41.681532
9849,iowa,-94.497462,41.67623967
9850,iowa,-94.50449733,41.68166167
9851,iowa,-94.50578967,41.68274367
9852,iowa,-94.500631,41.67922633
9853,iowa,-94.50447967,41.67937267
9854,iowa,-93.703546,41.761693
9855,iowa,-93.71010333,41.76143333
9856,iowa,-93.72389067,41.775634
9857,iowa,-93.72490933,41.77811333
9858,iowa,-93.72529233,41.773852
9859,iowa,-93.72319867,41.77627533
9860,iowa,-93.35405467,41.66985767
9861,iowa,-93.35456567,41.66794233
9862,iowa,-93.35465967,41.66846333
9863,iowa,-94.364191,41.68979267
9864,iowa,-94.36296133,41.69318867
9865,iowa,-94.36103133,41.695207
9866,iowa,-94.36310233,41.69392767
9867,iowa,-94.365346,41.69289233
9868,iowa,-94.36298067,41.693628
9869,iowa,-94.36958,41.68948433
9870,iowa,-94.36413033,41.68957967
9871,iowa,-94.37024367,41.68945867
9872,iowa,-94.36909867,41.689527
9873,iowa,-94.36748933,41.69064133
9874,iowa,-94.36772467,41.69040167
9875,iowa,-94.367281,41.68908067
9876,iowa,-94.36122467,41.69140033
9877,iowa,-93.724883,41.77651767
9878,iowa,-94.64611668,41.50307933
9879,iowa,-94.64191843,41.49850296
9880,iowa,-94.64208967,41.50251322
9881,iowa,-94.64277947,41.50401552
9882,iowa,-94.64456905,41.4990497
9883,iowa,-94.64332214,41.4977296
9884,iowa,-94.64459259,41.50008018
9885,iowa,-94.64727236,41.49682432
9886,iowa,-94.64466877,41.50227135
9887,iowa,-94.6443053,41.5032649
9888,iowa,-94.64607557,41.49811534
9889,iowa,-94.64528335,41.5014733
9890,iowa,-94.64765593,41.50242268
9891,iowa,-94.65291171,41.50347992
9892,iowa,-94.6425181,41.4990982
9893,iowa,-94.63964804,41.50158376
9894,iowa,-94.64252692,41.49853436
9895,iowa,-94.64319133,41.49773834
9896,iowa,-94.64028401,41.49978377
9897,iowa,-94.65029969,41.49877563
9898,iowa,-94.64248442,41.5012065
9899,iowa,-94.64629916,41.49858371
9900,iowa,-94.64481349,41.49815561
9901,iowa,-94.64249759,41.49863925
9902,iowa,-94.6442297,41.5023764
9903,iowa,-94.6423028,41.50147015
9904,iowa,-94.63894862,41.5024768
9905,iowa,-94.64461515,41.49890353
9906,iowa,-94.64501498,41.49875916
9907,iowa,-94.64614823,41.50182562
9908,iowa,-94.64288731,41.49831334
9909,iowa,-94.64328349,41.50530725
9910,iowa,-94.64746952,41.49916961
9911,iowa,-93.11133772,41.51309753
9912,iowa,-94.64836546,41.50008937
9913,iowa,-94.65262384,41.49879957
9914,iowa,-93.40089634,41.46022433
9915,iowa,-93.40268833,41.459673
9916,iowa,-93.495651,41.49064267
9917,iowa,-93.48407833,41.506861
9918,iowa,-94.63414979,41.49690626
9919,iowa,-94.65199399,41.49879731
9920,iowa,-94.6467225,41.49876129
9921,iowa,-94.63928789,41.50073764
9922,iowa,-94.64128399,41.50369888
9923,iowa,-94.64752775,41.49957535
9924,iowa,-93.402695,41.45948733
9925,iowa,-93.40331767,41.45845767
9926,iowa,-93.11160772,41.51357086
9927,iowa,-93.10637605,41.5122092
9928,iowa,-93.11173772,41.51393086
9929,iowa,-93.11202605,41.51378753
9930,iowa,-93.10361772,41.52589753
9931,iowa,-93.10419772,41.52488753
9932,iowa,-93.10291105,41.52395419
9933,iowa,-93.11408772,41.51304086
9934,iowa,-93.10647772,41.51325253
9935,iowa,-93.10641439,41.51218586
9936,iowa,-93.11148605,41.5138592
9937,iowa,-93.11154605,41.51306086
9938,iowa,-93.09688055,41.52247366
9939,iowa,-93.10708272,41.51191433
9940,iowa,-93.1028006,41.52193598
9941,iowa,-93.09975725,41.52232348
9942,iowa,-93.09882624,41.52247869
9943,iowa,-93.10038204,41.52262589
9944,iowa,-93.23919434,41.59028586
9945,iowa,-93.22948601,41.59854586
9946,iowa,-93.22999268,41.59936086
9947,iowa,-93.23450768,41.59853752
9948,iowa,-93.23497101,41.60076252
9949,iowa,-93.23615601,41.59532919
9950,iowa,-93.23117434,41.59952586
9951,iowa,-93.24073101,41.59034419
9952,iowa,-93.23380601,41.59785086
9953,iowa,-93.24076873,41.59505766
9954,iowa,-93.23518267,41.60014252
9955,iowa,-93.24801886,41.59691014
9956,iowa,-93.24810029,41.59693044
9957,iowa,-93.24772254,41.59689173
9958,iowa,-93.24314434,41.59992752
9959,iowa,-93.24121009,41.59201082
9960,iowa,-93.24085448,41.59505672
9961,iowa,-93.24812682,41.59694227
9962,iowa,-93.23789981,41.59459924
9963,iowa,-93.24794596,41.59691119
9964,iowa,-93.23947132,41.59230712
9965,iowa,-93.23703434,41.59949252
9966,iowa,-93.254056,41.67633084
9967,iowa,-93.24387766,41.67623751
9968,iowa,-93.256036,41.67594418
9969,iowa,-93.23757267,41.67592251
9970,iowa,-93.24510266,41.67585418
9971,iowa,-93.24435933,41.67820918
9972,iowa,-93.24410433,41.67672251
9973,iowa,-93.23212933,41.68028084
9974,iowa,-93.25333781,41.67154798
9975,iowa,-93.2494345,41.67555481
9976,iowa,-93.24819693,41.67598484
9977,iowa,-93.24991726,41.67725476
9978,iowa,-93.485557,41.506166
9979,iowa,-93.48460767,41.507119
9980,iowa,-93.484962,41.506018
9981,iowa,-93.49497833,41.49065733
9982,iowa,-93.484675,41.50695633
9983,iowa,-93.48494567,41.50690267
9984,iowa,-93.48351567,41.506176
9985,iowa,-93.494876,41.50177267
9986,iowa,-93.495798,41.490636
9987,iowa,-93.482772,41.505823
9988,iowa,-93.48415833,41.50627133
9989,iowa,-93.48505433,41.50559433
9990,iowa,-93.48264767,41.50617467
9991,iowa,-93.485702,41.504956
9992,iowa,-93.491996,41.490034
9993,iowa,-93.49557267,41.490642
9994,iowa,-93.484478,41.50650767
9995,iowa,-93.485591,41.50527567
9996,iowa,-93.49301067,41.49025967
9997,iowa,-93.24658311,41.6786791
9998,iowa,-93.24675176,41.67632738
9999,iowa,-93.24677773,41.67579275
10000,new mexico,-106.6550372,35.13927167
10001,new mexico,-106.5811272,35.05217585
10002,new mexico,-106.5750558,35.05245023
10003,new mexico,-106.7165393,35.14963169
10004,new mexico,-106.7166403,35.14974424
10005,new mexico,-106.7164405,35.15012146
10006,new mexico,-106.7163844,35.15002222
10007,new mexico,-106.7163341,35.14993063
10008,new mexico,-106.7162492,35.14983483
10009,new mexico,-106.7161868,35.14970982
10010,new mexico,-106.7161276,35.14963007
10011,new mexico,-106.7160727,35.1495365
10012,new mexico,-106.716013,35.14943452
10013,new mexico,-106.7159372,35.14934022
10014,new mexico,-106.7158683,35.14924614
10015,new mexico,-106.7158158,35.14914715
10016,new mexico,-106.7157384,35.14903236
10017,new mexico,-106.7156784,35.14893369
10018,new mexico,-106.7156225,35.14886249
10019,new mexico,-106.7155232,35.14869892
10020,new mexico,-106.7154591,35.14861084
10021,new mexico,-106.7153987,35.14849712
10022,new mexico,-106.7156455,35.14805579
10023,new mexico,-106.7157306,35.1481161
10024,new mexico,-106.7157562,35.14821793
10025,new mexico,-106.7158885,35.14807023
10026,new mexico,-106.7161358,35.14813934
10027,new mexico,-106.7160979,35.14818744
10028,new mexico,-106.7162644,35.14825806
10029,new mexico,-106.7163722,35.14841903
10030,new mexico,-106.7164951,35.14822637
10031,new mexico,-106.7175804,35.14992074
10032,new mexico,-106.7181649,35.1508535
10033,new mexico,-106.5882217,35.18844779
10034,new mexico,-106.5880776,35.18850807
10035,new mexico,-106.6946815,35.15912371
10036,new mexico,-106.6313876,35.07497921
10037,new mexico,-106.6313766,35.07603584
10038,new mexico,-106.5807131,35.1259072
10039,new mexico,-106.5813853,35.09883441
10040,new mexico,-106.5817139,35.09990586
10041,new mexico,-106.5817206,35.09985319
10042,new mexico,-106.5818037,35.09985429
10043,new mexico,-106.5817729,35.09990367
10044,new mexico,-106.5818118,35.0999492
10045,new mexico,-106.5421285,35.1236502
10046,new mexico,-106.5293913,35.14871613
10047,new mexico,-106.6103411,35.06992689
10048,new mexico,-106.5231612,35.13576956
10049,new mexico,-106.5237071,35.13606075
10050,new mexico,-106.7074297,35.1154197
10051,new mexico,-106.7072064,35.11545261
10052,new mexico,-106.7072191,35.11558919
10053,new mexico,-106.7072124,35.11553215
10054,new mexico,-106.7074739,35.11545206
10055,new mexico,-106.7074753,35.11551405
10056,new mexico,-106.7075182,35.11557274
10057,new mexico,-106.7077227,35.11561991
10058,new mexico,-106.7077804,35.11554915
10059,new mexico,-106.7079185,35.11558371
10060,new mexico,-106.7078307,35.11549101
10061,new mexico,-106.7079735,35.11552721
10062,new mexico,-106.7080801,35.11539666
10063,new mexico,-106.7088378,35.11555573
10064,new mexico,-106.7088345,35.115621
10065,new mexico,-106.7088854,35.11569889
10066,new mexico,-106.7088499,35.11592488
10067,new mexico,-106.7089082,35.11587716
10068,new mexico,-106.7087258,35.11582999
10069,new mexico,-106.7088687,35.1157872
10070,new mexico,-106.7090034,35.11587222
10071,new mexico,-106.7087641,35.11592762
10072,new mexico,-106.7086977,35.11606804
10073,new mexico,-106.7085837,35.11599893
10074,new mexico,-106.7085207,35.11593749
10075,new mexico,-106.7085072,35.11575484
10076,new mexico,-106.708408,35.11576636
10077,new mexico,-106.708351,35.11548881
10078,new mexico,-106.7086145,35.11534236
10079,new mexico,-106.7087694,35.11548827
10080,new mexico,-106.7083108,35.11535937
10081,new mexico,-106.7084341,35.11524912
10082,new mexico,-106.7133922,35.10891907
10083,new mexico,-106.7133929,35.10877261
10084,new mexico,-106.7133868,35.1087364
10085,new mexico,-106.7133191,35.10882691
10086,new mexico,-106.7130724,35.10875341
10087,new mexico,-106.7131951,35.10882582
10088,new mexico,-106.7133936,35.10912533
10089,new mexico,-106.7133097,35.10893169
10090,new mexico,-106.7131092,35.10883788
10091,new mexico,-106.7130335,35.10871227
10092,new mexico,-106.7132058,35.10889548
10093,new mexico,-106.7133728,35.10925149
10094,new mexico,-106.713295,35.10901013
10095,new mexico,-106.7131186,35.10888177
10096,new mexico,-106.7131595,35.10872379
10097,new mexico,-106.7132125,35.10900026
10098,new mexico,-106.7132829,35.10872433
10099,new mexico,-106.7133701,35.1093047
10100,new mexico,-106.7130985,35.10895911
10101,new mexico,-106.71313,35.10908199
10102,new mexico,-106.7132413,35.1093804
10103,new mexico,-106.7127478,35.10907541
10104,new mexico,-106.7132373,35.1086799
10105,new mexico,-106.7127599,35.10900245
10106,new mexico,-106.7130549,35.10936724
10107,new mexico,-106.7127532,35.10891962
10108,new mexico,-106.7127317,35.10919005
10109,new mexico,-106.7130087,35.1093804
10110,new mexico,-106.713362,35.10865961
10111,new mexico,-106.7127639,35.1088335
10112,new mexico,-106.7127552,35.10929263
10113,new mexico,-106.7128055,35.10876932
10114,new mexico,-106.7133942,35.10861078
10115,new mexico,-106.71278,35.10839904
10116,new mexico,-106.7128906,35.10933487
10117,new mexico,-106.7127451,35.10934913
10118,new mexico,-106.7133379,35.10860365
10119,new mexico,-106.712774,35.10844567
10120,new mexico,-106.7128471,35.10840178
10121,new mexico,-106.7127525,35.10940509
10122,new mexico,-106.7130891,35.10921529
10123,new mexico,-106.7132226,35.10843909
10124,new mexico,-106.7130616,35.10839849
10125,new mexico,-106.5627687,35.16495413
10126,new mexico,-106.5627654,35.16483683
10127,new mexico,-106.5629987,35.16483134
10128,new mexico,-106.5628103,35.16492837
10129,new mexico,-106.563041,35.16471842
10130,new mexico,-106.5628894,35.1649333
10131,new mexico,-106.5626279,35.16474364
10132,new mexico,-106.5628801,35.16515422
10133,new mexico,-106.5629632,35.16505226
10134,new mexico,-106.5625636,35.16489822
10135,new mexico,-106.5630497,35.16514161
10136,new mexico,-106.5627761,35.16523864
10137,new mexico,-106.5631302,35.16508076
10138,new mexico,-106.5627359,35.16520081
10139,new mexico,-106.5627848,35.16525124
10140,new mexico,-106.5625347,35.16496729
10141,new mexico,-106.5615752,35.1654908
10142,new mexico,-106.5615249,35.16555987
10143,new mexico,-106.5615986,35.16569197
10144,new mexico,-106.5616845,35.16579777
10145,new mexico,-106.5616979,35.16567224
10146,new mexico,-106.5615483,35.16581038
10147,new mexico,-106.5617958,35.16575118
10148,new mexico,-106.5618756,35.16573309
10149,new mexico,-106.562005,35.16578461
10150,new mexico,-106.5621599,35.16574734
10151,new mexico,-106.5621143,35.1657731
10152,new mexico,-106.5623081,35.16575337
10153,new mexico,-106.5621478,35.16562839
10154,new mexico,-106.5627781,35.16537404
10155,new mexico,-106.5626098,35.16541186
10156,new mexico,-106.5622967,35.16567169
10157,new mexico,-106.5627607,35.16544694
10158,new mexico,-106.5623959,35.1657583
10159,new mexico,-106.562404,35.16583395
10160,new mexico,-106.5627003,35.1655056
10161,new mexico,-106.5628968,35.16547709
10162,new mexico,-106.5626018,35.16570349
10163,new mexico,-106.5625146,35.16580654
10164,new mexico,-106.5627862,35.16551711
10165,new mexico,-106.5625642,35.16563442
10166,new mexico,-106.5626601,35.16578571
10167,new mexico,-106.562929,35.16531045
10168,new mexico,-106.5627681,35.16582244
10169,new mexico,-106.5626695,35.16564757
10170,new mexico,-106.5627808,35.16560975
10171,new mexico,-106.5628874,35.16558179
10172,new mexico,-106.5628244,35.16572212
10173,new mexico,-106.5628485,35.16569855
10174,new mexico,-106.5629055,35.16569526
10175,new mexico,-106.5630363,35.16578352
10176,new mexico,-106.562982,35.16575227
10177,new mexico,-106.5631691,35.16578736
10178,new mexico,-106.5633179,35.16581202
10179,new mexico,-106.5635298,35.16582025
10180,new mexico,-106.5633964,35.16581422
10181,new mexico,-106.5635788,35.16576817
10182,new mexico,-106.5636317,35.16583614
10183,new mexico,-106.563957,35.16579339
10184,new mexico,-106.5640066,35.16579229
10185,new mexico,-106.5637739,35.16578242
10186,new mexico,-106.6815564,35.18307203
10187,new mexico,-106.6815839,35.18313232
10188,new mexico,-106.6817864,35.18337455
10189,new mexico,-106.6813935,35.18304901
10190,new mexico,-106.681547,35.18316246
10191,new mexico,-106.6816134,35.18312958
10192,new mexico,-106.6818152,35.18333509
10193,new mexico,-106.6814934,35.18312355
10194,new mexico,-106.6813593,35.18311752
10195,new mexico,-106.6814954,35.18311478
10196,new mexico,-106.6809878,35.18322055
10197,new mexico,-106.6810253,35.18314876
10198,new mexico,-106.6811326,35.18312519
10199,new mexico,-106.6816932,35.18371544
10200,new mexico,-106.6814833,35.18307806
10201,new mexico,-106.6810817,35.18317178
10202,new mexico,-106.6814505,35.18309779
10203,new mexico,-106.6813184,35.18366447
10204,new mexico,-106.681195,35.18314054
10205,new mexico,-106.6000286,35.11999688
10206,new mexico,-106.6001607,35.1199508
10207,new mexico,-106.6000313,35.12016306
10208,new mexico,-106.6001507,35.12035284
10209,new mexico,-106.600081,35.12028757
10210,new mexico,-106.5999683,35.1202585
10211,new mexico,-106.5999529,35.12003911
10212,new mexico,-106.5998912,35.12034022
10213,new mexico,-106.5999616,35.12059033
10214,new mexico,-106.5998436,35.12017294
10215,new mexico,-106.5999589,35.12043072
10216,new mexico,-106.5995318,35.12039562
10217,new mexico,-106.5993749,35.12034022
10218,new mexico,-106.5997913,35.12029634
10219,new mexico,-106.5999147,35.12054316
10220,new mexico,-106.599285,35.12032103
