,name,long,lat
3938,other,-90.255522,38.59922436
3939,other,-90.29045047,38.65935173
3940,acer saccharum,-90.24911711,38.5848481
3941,pyrus calleryana,-90.24925314,38.58407146
3942,other,-90.24782492,38.58543158
3943,other,-90.24401308,38.59616164
3944,fraxinus pennsylvanica,-90.24583373,38.59634577
3945,other,-90.24345992,38.60197762
3946,quercus palustris,-90.24660101,38.71688258
3947,pyrus calleryana,-90.22456249,38.7275574
3948,pyrus calleryana,-90.24520911,38.57818811
3949,other,-90.24105254,38.57589042
3950,acer rubrum,-90.24105632,38.57481178
3951,pyrus calleryana,-90.19671026,38.61530418
3952,other,-90.19750215,38.61669035
3953,other,-90.20105026,38.6009493
3954,other,-90.19595231,38.60811543
3955,other,-90.19769575,38.60928517
3956,tilia cordata,-90.30485983,38.58141868
3957,tilia cordata,-90.24624941,38.58650035
3958,other,-90.24648865,38.58749254
3959,acer rubrum,-90.24702085,38.58795865
3960,other,-90.2725291,38.65362197
3961,other,-90.27227285,38.65373163
3962,other,-90.29074859,38.65467403
3963,tilia cordata,-90.28895239,38.65426779
3964,fraxinus pennsylvanica,-90.28950509,38.65078218
3965,fraxinus pennsylvanica,-90.26133994,38.60271538
3966,platanus acerifolia,-90.25583303,38.60401834
3967,other,-90.24589911,38.58043241
3968,other,-90.24735335,38.5794294
3969,other,-90.24740461,38.58018625
3970,other,-90.24786725,38.58090611
3971,other,-90.25353226,38.58371959
3972,tilia cordata,-90.24788723,38.5707257
3973,other,-90.24831571,38.56814161
3974,other,-90.24822772,38.56692583
3975,acer rubrum,-90.24846418,38.56645626
3976,other,-90.24483261,38.5637864
3977,acer rubrum,-90.24454205,38.56557597
3978,other,-90.24354066,38.56978307
3979,other,-90.24193807,38.56995062
3980,other,-90.23313972,38.71506503
3981,other,-90.23190807,38.71503088
3982,other,-90.2305569,38.71487737
3983,quercus palustris,-90.24706127,38.57709565
3984,other,-90.24659966,38.57764195
3985,quercus palustris,-90.24638283,38.57791874
3986,quercus palustris,-90.24634816,38.57794667
3987,gleditsia triacanthos,-90.20320793,38.61672464
3988,gleditsia triacanthos,-90.20312165,38.61670844
3989,gleditsia triacanthos,-90.2030315,38.6166907
3990,acer rubrum,-90.19525948,38.61386118
3991,quercus palustris,-90.30042685,38.65344733
3992,quercus palustris,-90.30049572,38.6534542
3993,quercus palustris,-90.30203272,38.65361678
3994,quercus palustris,-90.2685232,38.6604359
3995,other,-90.28639833,38.65168622
3996,other,-90.28623235,38.65167047
3997,other,-90.25330678,38.60091014
3998,other,-90.24288469,38.59374928
3999,other,-90.24314112,38.59313621
4000,other,-83.87590619,35.9481577
4001,acer rubrum,-84.08310585,35.86455343
4002,acer rubrum,-84.0832945,35.8644049
4003,acer rubrum,-84.08361324,35.86417086
4004,acer rubrum,-84.0835578,35.86402196
4005,other,-83.91008442,36.03246643
4006,other,-83.91014879,36.03246752
4007,other,-83.89177059,35.97590205
4008,other,-83.93878025,35.96770426
4009,other,-83.93881748,35.96774215
4010,other,-83.93889983,35.96780566
4011,other,-83.93907713,35.96781645
4012,other,-83.93903024,35.96778458
4013,other,-83.93921679,35.96793125
4014,other,-83.93928107,35.96797826
4015,other,-83.93941183,35.9680907
4016,other,-83.93945655,35.96813233
4017,other,-83.93964916,35.96828442
4018,other,-83.9395862,35.96823133
4019,other,-83.9397988,35.9684011
4020,other,-83.93972435,35.96833558
4021,other,-83.94003222,35.96859182
4022,acer saccharum,-83.94018359,35.96871001
4023,other,-83.94009634,35.96864309
4024,other,-83.94021672,35.96873759
4025,other,-83.94050103,35.96867525
4026,other,-83.94045339,35.96870171
4027,acer saccharum,-83.89439107,36.02289562
4028,acer rubrum,-83.89524897,36.02325819
4029,other,-83.8936111,36.02236978
4030,other,-83.89515413,36.02328414
4031,pyrus calleryana,-83.89453862,36.02305897
4032,other,-83.89516982,36.02327981
4033,acer saccharum,-83.89448055,36.02299253
4034,other,-83.89518835,36.02327496
4035,acer saccharum,-83.89436934,36.02280365
4036,acer saccharum,-83.89430283,36.02275201
4037,acer saccharum,-83.89422105,36.02271226
4038,acer saccharum,-83.89413745,36.0227407
4039,acer saccharum,-83.89405782,36.0227926
4040,acer saccharum,-83.89396827,36.0226555
4041,other,-83.8940081,36.02271508
4042,fraxinus pennsylvanica,-83.89437774,36.02348419
4043,fraxinus pennsylvanica,-83.89432899,36.02345716
4044,acer saccharum,-83.89323656,36.02147791
4045,acer saccharum,-83.89331624,36.02142322
4046,acer saccharum,-83.89345013,36.02192843
4047,acer saccharum,-83.89337905,36.02187577
4048,acer saccharum,-83.89320174,36.02161937
4049,acer saccharum,-83.89320498,36.02154091
4050,acer saccharum,-83.89339899,36.02138354
4051,acer saccharum,-83.89347037,36.02133805
4052,acer saccharum,-83.89417197,36.02121773
4053,acer saccharum,-83.89422556,36.02127943
4054,acer saccharum,-83.89444253,36.02151502
4055,fraxinus pennsylvanica,-83.89441891,36.02358118
4056,fraxinus pennsylvanica,-83.89440835,36.02354454
4057,fraxinus pennsylvanica,-83.89430709,36.02341472
4058,other,-83.89378474,36.02232983
4059,tilia cordata,-83.89380915,36.02219005
4060,other,-83.89367326,36.02223814
4061,tilia cordata,-83.89361004,36.0222791
4062,other,-84.02654037,35.90650557
4063,other,-84.02658357,35.9065959
4064,other,-84.02663433,35.90663608
4065,other,-84.02665423,35.90667777
4066,other,-84.02669768,35.90673611
4067,other,-84.0267402,35.90679897
4068,other,-84.02677575,35.90684618
4069,other,-84.02682706,35.90691037
4070,other,-84.02687884,35.90695545
4071,other,-84.02691459,35.90699549
4072,other,-84.02694771,35.90702234
4073,other,-84.02700984,35.90706519
4074,other,-84.02704606,35.9070861
4075,acer rubrum,-84.02781035,35.90654397
4076,acer rubrum,-84.02802865,35.90680696
4077,acer rubrum,-84.0280828,35.90687478
4078,acer rubrum,-84.02817912,35.90678312
4079,acer saccharum,-84.0282657,35.90684671
4080,other,-84.02828718,35.90669165
4081,other,-84.02833565,35.90675103
4082,other,-84.02840759,35.90681317
4083,other,-84.02843637,35.9067192
4084,other,-84.02848842,35.90675353
4085,other,-84.02855076,35.90678683
4086,acer rubrum,-84.02864059,35.90654144
4087,acer rubrum,-84.02944571,35.90602717
4088,acer rubrum,-84.02957467,35.90608176
4089,acer rubrum,-84.02917074,35.90660594
4090,other,-84.0305075,35.90611897
4091,other,-84.03044723,35.90602667
4092,other,-84.03040779,35.90593599
4093,other,-84.03034714,35.90585931
4094,other,-84.03026861,35.90572755
4095,other,-84.03009373,35.90547027
4096,other,-84.03005335,35.90548135
4097,acer saccharum,-84.02918545,35.90510312
4098,acer saccharum,-84.02882691,35.90488065
4099,acer rubrum,-84.02891425,35.90575758
4100,other,-84.02898422,35.9055878
4101,acer rubrum,-84.02881118,35.90558105
4102,other,-84.02927282,35.90473766
4103,other,-84.02961962,35.90660919
4104,other,-84.02956862,35.90661472
4105,other,-84.02942783,35.90665298
4106,other,-84.02831843,35.9056617
4107,other,-84.02823054,35.90564853
4108,other,-84.02809839,35.90567508
4109,other,-84.02800185,35.90568784
4110,other,-84.02793711,35.90571157
4111,quercus palustris,-84.02785262,35.90581936
4112,quercus palustris,-84.02784777,35.90588582
4113,quercus palustris,-84.02789825,35.90604974
4114,other,-84.02780222,35.90617082
4115,acer rubrum,-84.02748825,35.90634964
4116,quercus palustris,-84.02821242,35.90521375
4117,other,-84.02813757,35.90525689
4118,quercus palustris,-84.02804787,35.90531805
4119,other,-84.02795368,35.90536478
4120,other,-84.02788984,35.90541723
4121,other,-84.02785707,35.9054454
4122,other,-84.0274345,35.90554155
4123,acer rubrum,-84.02733901,35.90557651
4124,other,-84.02727885,35.90560946
4125,other,-84.02725929,35.90555825
4126,other,-84.02697639,35.90571408
4127,other,-84.02690806,35.90575341
4128,other,-84.02664519,35.90587696
4129,other,-84.02650969,35.9059726
4130,other,-84.02665829,35.90625297
4131,acer rubrum,-84.02737272,35.90654652
4132,other,-83.95463484,35.98741141
4133,other,-83.95394043,35.9882731
4134,other,-83.95387178,35.98818217
4135,other,-83.95449631,35.98722198
4136,other,-83.9545926,35.98734728
4137,other,-83.92836933,35.98241828
4138,other,-83.92843837,35.98249071
4139,other,-83.92831628,35.98245129
4140,other,-83.92828455,35.98246771
4141,other,-83.92825465,35.98249432
4142,other,-83.92821644,35.98251913
4143,other,-83.92816286,35.98257248
4144,other,-83.92832741,35.98258549
4145,other,-83.92826748,35.98264213
4146,tilia cordata,-83.9280945,35.98263236
4147,other,-83.92799863,35.98270875
4148,tilia cordata,-83.92785795,35.98282166
4149,other,-83.92800512,35.98285981
4150,other,-83.9280456,35.9828283
4151,other,-83.92809029,35.98279513
4152,pyrus calleryana,-83.92814772,35.98275373
4153,other,-83.92820953,35.98270391
4154,other,-83.92780843,35.98288017
4155,other,-83.92791338,35.98293627
4156,other,-83.92796677,35.98288969
4157,other,-83.92771262,35.98295317
4158,tilia cordata,-83.92768926,35.98311217
4159,other,-83.92781831,35.98304452
4160,other,-83.92786833,35.982983
4161,other,-83.92751196,35.98312159
4162,acer saccharum,-83.92746051,35.98316689
4163,tilia cordata,-83.92753953,35.98323751
4164,other,-83.92760444,35.98318
4165,other,-83.92732876,35.98327301
4166,other,-83.92746304,35.9833215
4167,other,-83.92750138,35.98327595
4168,other,-83.92723293,35.98334422
4169,other,-83.92741614,35.98335976
4170,other,-83.9271997,35.98352838
4171,tilia cordata,-83.92728176,35.98348358
4172,other,-83.92705815,35.98350819
4173,other,-83.9269529,35.9836041
4174,other,-83.92708797,35.98362239
4175,other,-83.92687706,35.98366318
4176,other,-83.92680764,35.98372597
4177,other,-83.9267496,35.98377294
4178,other,-83.92615933,35.98427972
4179,other,-83.9260927,35.98432124
4180,other,-83.9260277,35.98438229
4181,other,-83.89922862,35.95831242
4182,acer rubrum,-83.89912986,35.95829702
4183,other,-83.8990466,35.95825372
4184,other,-83.89875521,35.95818455
4185,other,-83.89895137,35.958232
4186,other,-83.89881056,35.9582016
4187,other,-83.89866791,35.95816436
4188,acer saccharum,-83.89857017,35.95814195
4189,acer rubrum,-83.89842767,35.95808878
4190,other,-83.8983387,35.95806686
4191,other,-83.8982452,35.95804787
4192,acer rubrum,-83.89816281,35.95803103
4193,other,-83.89808577,35.95803092
4194,other,-83.89790534,35.95800483
4195,acer saccharum,-83.89799177,35.9580325
4196,other,-83.86598132,35.99586684
4197,other,-83.86594383,35.99584935
4198,other,-83.86590658,35.99582344
4199,other,-83.86586238,35.99579741
4200,other,-83.86579369,35.99578496
4201,other,-83.86572495,35.99577255
4202,other,-83.8656321,35.99575967
4203,other,-83.86553236,35.99574666
4204,other,-83.86535933,35.99576325
4205,other,-83.86521013,35.99579144
4206,other,-83.86504708,35.99582222
4207,other,-83.86487089,35.99582751
4208,other,-83.86468836,35.99581026
4209,other,-83.86511599,35.99595531
4210,other,-83.86521671,35.99593185
4211,other,-83.86530678,35.99591939
4212,other,-83.86540371,35.99590991
4213,other,-83.86550116,35.99588076
4214,other,-83.86559417,35.99588804
4215,other,-83.86568612,35.99593453
4216,other,-83.86576275,35.99590786
4217,other,-83.86579621,35.99594771
4218,other,-83.86575647,35.99601433
4219,other,-83.86567261,35.99605211
4220,other,-83.86562646,35.996099
4221,other,-83.86442796,35.99587019
4222,other,-83.86440336,35.99562945
4223,other,-83.86427237,35.99575054
4224,other,-83.86428106,35.99581242
4225,other,-83.8642959,35.99551814
4226,other,-83.86408225,35.99550312
4227,other,-83.86388518,35.99525835
4228,other,-83.8640075,35.99507256
4229,other,-83.86423261,35.99517384
4230,other,-83.86411134,35.99519129
4231,other,-83.86395129,35.99449932
4232,other,-83.86382008,35.99462882
4233,other,-83.86382629,35.99478322
4234,other,-83.86391119,35.99432096
4235,other,-83.86375487,35.99409938
4236,other,-83.86371096,35.99406494
4237,other,-83.86364976,35.99403019
4238,other,-83.86358208,35.9939785
4239,other,-83.86372526,35.99430364
4240,other,-83.86375448,35.99437241
4241,other,-83.86380005,35.99447416
4242,other,-83.86380807,35.99456128
4243,other,-83.86363876,35.99418148
4244,other,-83.86369571,35.99424703
4245,other,-83.86327133,35.9939814
4246,other,-83.86293127,35.99391928
4247,other,-83.86462712,35.99500971
4248,other,-83.86466227,35.99524314
4249,other,-83.8630961,35.99382404
4250,other,-83.92293181,35.98646406
4251,other,-83.92293515,35.98648516
4252,other,-83.93165968,35.96917683
4253,other,-83.93203711,35.96899283
4254,other,-83.93195221,35.96909471
4255,other,-83.9320219,35.96905032
4256,other,-83.93201853,35.96903608
4257,other,-83.93202906,35.96901499
4258,other,-83.93200482,35.96898824
4259,other,-83.93181804,35.96893436
4260,other,-83.93179936,35.96893404
4261,other,-83.93177579,35.96892959
4262,other,-83.93174482,35.96892196
4263,other,-83.93174056,35.96894215
4264,other,-83.93173893,35.96895732
4265,other,-83.93171064,35.96903889
4266,other,-83.93170907,35.96905102
4267,other,-83.93169838,35.96907888
4268,other,-83.93166623,35.96916478
4269,other,-83.9316556,35.96918992
4270,other,-83.93173134,35.96929659
4271,other,-83.93176573,35.96931642
4272,other,-83.93182785,35.96932357
4273,other,-83.93189208,35.96934595
4274,pyrus calleryana,-83.931935,35.96932541
4275,other,-83.93192138,35.96934074
4276,other,-83.93253071,35.96932552
4277,acer saccharum,-83.93229498,35.96918876
4278,other,-83.87412098,36.00198601
4279,other,-83.87428304,36.0019757
4280,other,-83.8744839,36.00198528
4281,acer rubrum,-83.87458106,36.00239254
4282,other,-83.8746482,36.002598
4283,other,-83.87468411,36.00281301
4284,other,-83.87554482,36.00074644
4285,other,-83.87543259,36.00081142
4286,other,-83.87528699,36.00093513
4287,other,-83.87518791,36.00099882
4288,acer rubrum,-83.87509375,36.00108845
4289,acer rubrum,-83.87495735,36.00107842
4290,acer rubrum,-83.87471443,36.00127039
4291,acer rubrum,-83.87457194,36.001347
4292,acer rubrum,-83.87444646,36.00141782
4293,other,-83.87467271,36.00163939
4294,other,-83.87464054,36.00151254
4295,other,-83.87458601,36.00159071
4296,other,-83.87448406,36.00169236
4297,other,-83.87446569,36.00160835
4298,other,-83.87454102,36.00145297
4299,other,-83.87443124,36.00149668
4300,other,-83.87425521,36.00149661
4301,other,-83.87424148,36.00152072
4302,other,-83.87413685,36.00151125
4303,acer rubrum,-83.87445069,36.00174808
4304,acer rubrum,-83.87437851,36.00171638
4305,pyrus calleryana,-83.87438258,36.00177427
4306,pyrus calleryana,-83.87433779,36.00176891
4307,other,-83.87428934,36.00176045
4308,acer saccharum,-83.87433146,36.00165571
4309,other,-83.87422944,36.0017589
4310,acer rubrum,-83.87410157,36.00177946
4311,other,-83.87399842,36.00171574
4312,acer rubrum,-83.87391209,36.00179285
4313,acer rubrum,-83.87396253,36.00157335
4314,acer rubrum,-83.87379186,36.00164381
4315,acer rubrum,-83.87370705,36.00181047
4316,acer rubrum,-83.87359833,36.00181835
4317,acer rubrum,-83.87361727,36.00171092
4318,acer rubrum,-83.87342241,36.00178424
4319,other,-83.87240483,36.00214534
4320,other,-83.87231023,36.00217999
4321,other,-83.87220942,36.00220934
4322,other,-83.87212135,36.00223892
4323,other,-83.8720374,36.00227376
4324,other,-83.87196428,36.00230187
4325,other,-83.87187403,36.00233484
4326,other,-83.87175562,36.00238465
4327,other,-83.87169324,36.00240949
4328,other,-83.87163184,36.00243693
4329,acer saccharum,-83.87156517,36.00246171
4330,acer saccharum,-83.87142347,36.00250762
4331,acer saccharum,-83.8713479,36.00254781
4332,acer rubrum,-83.8710337,36.00267714
4333,other,-83.8709649,36.00270186
4334,other,-83.87088955,36.00273512
4335,acer rubrum,-83.87079495,36.00276978
4336,acer saccharum,-83.86238499,36.00467927
4337,acer saccharum,-83.86219849,36.00467796
4338,acer saccharum,-83.86195244,36.00467159
4339,acer saccharum,-83.86181311,36.00467315
4340,quercus palustris,-83.86008337,36.00462424
4341,quercus palustris,-83.85994235,36.00462613
4342,quercus palustris,-83.85979423,36.00461962
4343,acer saccharum,-83.85758392,36.00461819
4344,acer saccharum,-83.85745434,36.00462802
4345,acer saccharum,-83.85584293,36.00486492
4346,acer saccharum,-83.85572035,36.00489735
4347,acer saccharum,-83.85564289,36.00491081
4348,acer saccharum,-83.85556929,36.00493256
4349,pyrus calleryana,-83.85544472,36.00496331
4350,acer saccharum,-83.85422864,36.00538005
4351,acer saccharum,-83.85409935,36.00543543
4352,acer saccharum,-83.85398245,36.0054828
4353,acer saccharum,-83.8538573,36.00553495
4354,acer saccharum,-83.85373225,36.0055838
4355,acer saccharum,-83.85359898,36.00563748
4356,other,-83.85267423,36.00600499
4357,other,-83.85249986,36.0060777
4358,acer saccharum,-83.84865963,36.00737753
4359,other,-83.84864116,36.00719341
4360,other,-83.84861905,36.00720527
4361,other,-83.84866005,36.00717604
4362,other,-83.84862797,36.00712375
4363,acer saccharum,-83.84857487,36.00710372
4364,other,-83.84859891,36.00695849
4365,other,-83.84862384,36.00702837
4366,other,-83.84867583,36.00702658
4367,other,-83.84869506,36.00699697
4368,other,-83.84873598,36.00703309
4369,other,-83.84881325,36.00702495
4370,other,-83.84886803,36.00710624
4371,other,-83.84875298,36.00714775
4372,other,-83.8487781,36.0071482
4373,acer saccharum,-83.84880252,36.0071745
4374,other,-83.84926305,36.00711249
4375,other,-83.84924779,36.00707291
4376,other,-83.84923102,36.00702408
4377,other,-83.84921827,36.00697635
4378,other,-83.84920283,36.00692318
4379,other,-83.84930897,36.00718695
4380,other,-83.84896989,36.00724284
4381,other,-83.84895639,36.00730794
4382,acer saccharum,-83.84884718,36.00731961
4383,other,-83.84877195,36.00737545
4384,other,-83.84864334,36.00742216
4385,other,-83.84901099,36.00696217
4386,other,-83.84896337,36.00697952
4387,acer saccharum,-83.8464687,36.00850598
4388,acer saccharum,-83.84625111,36.00859557
4389,acer saccharum,-83.84609931,36.00865658
4390,acer saccharum,-83.84517123,36.00902301
4391,acer saccharum,-83.84507749,36.00906261
4392,acer saccharum,-83.84496112,36.0091115
4393,acer saccharum,-83.84484021,36.00916275
4394,acer saccharum,-83.84470724,36.00921744
4395,acer saccharum,-83.844582,36.00926254
4396,acer saccharum,-83.84444629,36.00930867
4397,acer saccharum,-83.84431907,36.00937074
4398,acer saccharum,-83.84366634,36.00963826
4399,acer saccharum,-83.8435062,36.0097034
4400,acer saccharum,-83.8433417,36.00976357
4401,acer saccharum,-83.84295798,36.00991815
4402,other,-83.84178102,36.01039724
4403,other,-83.84126792,36.01061094
4404,acer saccharum,-83.84041218,36.0109435
4405,acer saccharum,-83.84027006,36.01100373
4406,acer saccharum,-83.83992518,36.01113878
4407,acer saccharum,-83.83977021,36.01119783
4408,acer saccharum,-83.83961382,36.01126636
4409,acer rubrum,-83.83946352,36.01132738
4410,other,-83.83675403,36.01198488
4411,other,-83.83668155,36.01193413
4412,acer saccharum,-83.83533314,36.01214334
4413,other,-83.83514084,36.0120705
4414,other,-83.83505463,36.01198222
4415,other,-83.83500753,36.01222248
4416,other,-83.83512368,36.01226967
4417,other,-83.83163537,36.01268914
4418,other,-83.83172466,36.01274192
4419,other,-83.83200676,36.01300546
4420,other,-83.83256411,36.01319762
4421,other,-83.83262175,36.01323681
4422,other,-83.83272487,36.01340953
4423,other,-83.83561509,36.01084396
4424,other,-83.8357694,36.0107045
4425,other,-83.8363238,36.010652
4426,acer rubrum,-83.83644658,36.01179902
4427,acer rubrum,-83.83632018,36.01184711
4428,acer rubrum,-83.83621874,36.01188877
4429,acer rubrum,-83.83613202,36.01192841
4430,other,-83.83609646,36.01198443
4431,other,-83.83608719,36.01197213
4432,other,-83.83562207,36.0125093
4433,other,-83.83561057,36.01250043
4434,other,-83.83563959,36.01241421
4435,acer saccharum,-83.8357118,36.01238949
4436,other,-83.83577234,36.01236109
4437,acer saccharum,-83.83591878,36.01231515
4438,other,-83.83583905,36.01234234
4439,other,-83.83596082,36.0123003
4440,other,-83.83605034,36.01226635
4441,other,-83.83645739,36.01228221
4442,other,-83.83571418,36.0125699
4443,other,-83.8357561,36.01249212
4444,fraxinus pennsylvanica,-83.83555726,36.01264059
4445,fraxinus pennsylvanica,-83.83578254,36.01272238
4446,fraxinus pennsylvanica,-83.83573962,36.01273756
4447,other,-83.8359183,36.01248657
4448,acer rubrum,-83.83600638,36.01245351
4449,other,-83.83609147,36.01242578
4450,acer rubrum,-83.83619981,36.01237999
4451,acer rubrum,-83.83628901,36.01234079
4452,acer saccharum,-83.836379,36.01230699
4453,acer rubrum,-83.83654248,36.01225449
4454,other,-83.83643393,36.01209932
4455,other,-83.83619001,36.01219428
4456,other,-83.8217146,36.01721281
4457,other,-83.82381813,36.01695053
4458,other,-83.8237669,36.017022
4459,other,-83.82363415,36.01702422
4460,other,-83.82354646,36.01697334
4461,other,-83.82350495,36.01703574
4462,other,-83.8234096,36.01698782
4463,other,-83.82331117,36.01705224
4464,other,-83.82313947,36.01702297
4465,other,-83.82299952,36.01708049
4466,other,-83.82278799,36.0170536
4467,other,-83.82267445,36.01711622
4468,other,-83.82252591,36.01707196
4469,other,-83.82230019,36.01714796
4470,other,-83.82200928,36.01718118
4471,other,-83.82185286,36.01714754
4472,other,-83.82150198,36.01722434
4473,other,-83.82134572,36.01718611
4474,other,-83.82080381,36.01724715
4475,other,-83.82073982,36.01729988
4476,other,-83.8206859,36.01726194
4477,other,-83.93578346,35.99786322
4478,other,-83.93564398,35.99787624
4479,other,-83.93548841,35.99790662
4480,other,-83.93542001,35.99793591
4481,other,-83.93532076,35.99795978
4482,other,-83.93523493,35.99797063
4483,other,-83.86489537,35.99980816
4484,other,-83.9423762,35.96802947
4485,other,-83.94245178,35.96806348
4486,acer saccharum,-83.94251122,35.96809939
4487,other,-83.94258943,35.96803202
4488,other,-83.94253916,35.96800499
4489,other,-83.94237744,35.96793025
4490,acer saccharum,-83.94231223,35.96790951
4491,other,-83.96090183,35.97908217
4492,acer rubrum,-83.99822144,35.97739212
4493,acer rubrum,-83.99744145,35.9778666
4494,quercus palustris,-83.99720392,35.97832374
4495,quercus palustris,-83.99725366,35.9782993
4496,quercus palustris,-83.99733926,35.97828076
4497,quercus palustris,-83.99741452,35.97828333
4498,quercus palustris,-83.99746961,35.97830688
4499,quercus palustris,-83.99904787,35.97903361
4500,quercus palustris,-83.99900082,35.97889667
4501,quercus palustris,-83.99908916,35.97920349
4502,other,-83.99880009,35.97958544
4503,other,-83.99833043,35.98039268
4504,other,-83.99715663,35.98035552
4505,other,-83.99771152,35.98038122
4506,other,-83.9978417,35.98038221
4507,other,-83.99791539,35.98038578
4508,other,-83.99798046,35.98038686
4509,other,-83.99804545,35.98039147
4510,other,-83.99812918,35.98039875
4511,other,-83.99818254,35.98040551
4512,other,-83.99826081,35.98039976
4513,quercus palustris,-83.99852108,35.97967315
4514,quercus palustris,-83.99858586,35.97982383
4515,quercus palustris,-83.99858291,35.97974946
4516,other,-83.99851121,35.97944419
4517,other,-83.99842683,35.9794506
4518,other,-83.99835009,35.97944052
4519,other,-83.99827931,35.9794325
4520,other,-83.99733762,35.97937382
4521,other,-83.99722785,35.97938569
4522,other,-83.99711167,35.97941309
4523,other,-83.99720468,35.97939801
4524,other,-83.99715145,35.97940984
4525,quercus palustris,-83.99772174,35.97950343
4526,quercus palustris,-83.99822635,35.97957732
4527,quercus palustris,-83.99810875,35.9795656
4528,quercus palustris,-83.99763743,35.97950691
4529,other,-83.99740897,35.97935937
4530,quercus palustris,-83.9974445,35.9794773
4531,quercus palustris,-83.997189,35.97949553
4532,other,-83.997078,35.97941249
4533,other,-83.99697699,35.97941802
4534,other,-83.99687012,35.97941155
4535,other,-83.99681801,35.97941305
4536,quercus palustris,-83.99674534,35.97954116
4537,other,-83.9967326,35.97935751
4538,other,-83.99658672,35.97940447
4539,other,-83.99652644,35.97927178
4540,quercus palustris,-83.99644761,35.97952915
4541,quercus palustris,-83.99631984,35.97954819
4542,other,-83.99839824,35.9803997
4543,other,-83.99845597,35.98040535
4544,other,-83.99906213,35.98051719
4545,other,-83.99901776,35.98050813
4546,other,-83.99896799,35.98051087
4547,other,-83.99893511,35.98051033
4548,quercus palustris,-83.99869212,35.98034757
4549,other,-83.99876323,35.98038318
4550,other,-83.99883237,35.98041362
4551,other,-83.99891491,35.98041669
4552,other,-83.9990038,35.9804199
4553,other,-83.9990758,35.9804211
4554,other,-83.99915407,35.98042583
4555,other,-83.99928871,35.98046252
4556,other,-83.9993608,35.98046026
4557,other,-83.99943229,35.98046287
4558,other,-83.99985947,35.98021843
4559,other,-83.99966983,35.9795558
4560,other,-83.99964008,35.97942979
4561,other,-83.99962322,35.97934515
4562,quercus palustris,-83.9988215,35.97976805
4563,quercus palustris,-83.99889911,35.97975184
4564,quercus palustris,-83.99897844,35.97971819
4565,quercus palustris,-83.99907206,35.97966933
4566,quercus palustris,-83.99912917,35.97961265
4567,quercus palustris,-83.99918524,35.97954775
4568,quercus palustris,-83.9992125,35.97947001
4569,quercus palustris,-83.99922091,35.97938784
4570,quercus palustris,-83.99923044,35.97931083
4571,quercus palustris,-83.99926179,35.97916345
4572,quercus palustris,-83.99923896,35.97923953
4573,other,-83.99889702,35.97955477
4574,quercus palustris,-83.99901756,35.97945822
4575,quercus palustris,-83.99906989,35.97933081
4576,quercus palustris,-83.99894389,35.97875957
4577,acer saccharum,-83.99861854,35.97945294
4578,acer saccharum,-83.99871354,35.9794465
4579,acer saccharum,-83.99880858,35.97943808
4580,acer saccharum,-83.99887845,35.9794032
4581,quercus palustris,-83.99880965,35.97913507
4582,quercus palustris,-83.99880518,35.97908281
4583,quercus palustris,-83.9987664,35.97901688
4584,quercus palustris,-83.99870859,35.97893915
4585,other,-83.99765089,35.97800354
4586,other,-83.99599155,35.97874734
4587,other,-83.99605531,35.97870366
4588,other,-83.9961281,35.97886281
4589,other,-83.99628153,35.97897867
4590,other,-83.99607117,35.9789545
4591,other,-83.99626397,35.9792647
4592,other,-83.99610021,35.97922293
4593,other,-83.99630583,35.97906099
4594,other,-83.99603672,35.97878857
4595,other,-83.99603469,35.97879466
4596,other,-83.9960143,35.97881882
4597,other,-83.9959941,35.97879678
4598,other,-83.99602245,35.97880188
4599,other,-83.99592593,35.97878946
4600,other,-83.99594898,35.97877904
4601,other,-83.99609013,35.97867801
4602,other,-83.99614959,35.9786543
4603,other,-83.99627308,35.97857458
4604,other,-83.9963366,35.97854013
4605,other,-83.99658723,35.97842972
4606,other,-83.99666188,35.97837148
4607,other,-83.99673126,35.97832532
4608,other,-83.99682282,35.97825653
4609,other,-83.99689037,35.97821573
4610,other,-83.9969782,35.97816311
4611,acer rubrum,-83.99713538,35.97806432
4612,other,-83.99729588,35.97796694
4613,acer rubrum,-83.99738191,35.97791834
4614,acer rubrum,-83.99760144,35.97778814
4615,other,-83.99769699,35.97775864
4616,other,-83.99808513,35.97749119
4617,acer rubrum,-83.99809206,35.97775951
4618,acer rubrum,-83.99801107,35.97771491
4619,other,-83.998491,35.97822094
4620,quercus palustris,-83.99810105,35.9781873
4621,quercus palustris,-83.99816544,35.97816612
4622,quercus palustris,-83.99823135,35.97814497
4623,acer saccharum,-83.99781623,35.97787356
4624,acer saccharum,-83.997811,35.97796001
4625,acer saccharum,-83.99780493,35.97805013
4626,acer saccharum,-83.99778139,35.97813995
4627,quercus palustris,-83.99804427,35.97820736
4628,quercus palustris,-83.99828627,35.97813838
4629,other,-83.99819675,35.97882177
4630,other,-83.99822304,35.97882673
4631,other,-83.99825348,35.97883288
4632,other,-83.99827711,35.978835
4633,quercus palustris,-83.99856448,35.97838284
4634,quercus palustris,-83.99856285,35.97832595
4635,acer saccharum,-83.99842753,35.97814451
4636,acer saccharum,-83.99837403,35.97809541
4637,acer saccharum,-83.99830694,35.97804239
4638,acer saccharum,-83.99821083,35.97799506
4639,acer saccharum,-83.99812691,35.97794546
4640,acer saccharum,-83.99802777,35.97789809
